"index","full_name","brand_name","resale_price","registered_year","engine_capacity(cc)","insurance","transmission_type","kms_driven","Hand","fuel_type","max_power(bhp)","seats","mileage(kmpl)","body_type","city"
180,"Maruti A-Star Vxi","Maruti",140000,2009,998,"1","Manual",60000,"2nd","Petrol",66.1,5.0,19.0,"Hatchback","Agra"
181,"Maruti Wagon R LXI CNG","Maruti",400000,2017,998,"1","Manual",20000,"2nd","CNG",58.16,5.0,26.6,"Hatchback","Agra"
182,"Hyundai Verna CRDi 1.6 SX Option","Hyundai",900000,2018,1582,"1","Manual",90000,"2nd","Diesel",126.2,5.0,22.0,"Sedan","Agra"
183,"Honda City 1.5 E MT","Honda",315000,2010,1497,"1","Manual",80000,"2nd","Petrol",118.0,5.0,17.0,"Sedan","Agra"
184,"Ford Ecosport 1.5 DV5 MT Trend","Ford",350000,2013,1498,"1","Manual",120000,"2nd","Diesel",89.84,5.0,22.7,"SUV","Agra"
185,"Hyundai EON D Lite Plus","Hyundai",140000,2013,814,"1","Manual",100000,"3rd","Petrol",55.2,5.0,21.1,"Hatchback","Agra"
186,"Maruti Baleno Delta","Maruti",700000,2021,1197,"1","Manual",30000,"2nd","Petrol",81.8,5.0,21.01,"Hatchback","Agra"
187,"Toyota Urban cruiser Premium AT","Toyota",880000,2020,1462,"1","Automatic",50000,"2nd","Petrol",103.26,5.0,18.76,"SUV","Agra"
188,"BMW 3 Series 320d","BMW",1000000,2010,1995,"1","Automatic",100000,"3rd","Diesel",170.0,5.0,13.2,"Sedan","Agra"
189,"Maruti Swift VXI with ABS","Maruti",215000,2010,1197,"1","Manual",120000,"2nd","Petrol",85.0,5.0,16.6,"Hatchback","Agra"
190,"Renault Duster 110PS Diesel RxZ","Renault",500000,2013,1461,"1","Manual",150000,"2nd","Diesel",108.45,5.0,19.01,"SUV","Agra"
191,"Chevrolet Tavera 2 LS B4 7 Str BSIII","Chevrolet",240000,2012,2499,"1","Manual",150000,"3rd","Diesel",80.0,7.0,14.8,"MUV","Agra"
192,"Tata Zest Quadrajet 1.3 XM","Tata",320000,2016,1248,"1","Manual",90000,"4th","Diesel",88.7,5.0,23.0,"Sedan","Agra"
193,"Maruti Wagon R LXI BS IV","Maruti",200000,2012,998,"1","Manual",150000,"4th","Petrol",67.1,5.0,18.9,"Hatchback","Agra"
194,"Maruti Wagon R LXI Optional","Maruti",400000,2017,998,"1","Manual",30000,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Agra"
195,"Maruti Ritz VDi","Maruti",125000,2010,1248,"1","Manual",100000,"3rd","Diesel",73.9,5.0,21.1,"Hatchback","Agra"
196,"Hyundai i20 1.2 Asta","Hyundai",500000,2018,1197,"1","Manual",50000,"2nd","Petrol",81.83,5.0,18.6,"Hatchback","Agra"
197,"Tata Tiago 1.05 Revotorq XT","Tata",380000,2017,1047,"1","Manual",70000,"2nd","Diesel",69.0,5.0,27.28,"Hatchback","Agra"
198,"Chevrolet Beat Diesel","Chevrolet",150000,2011,936,"1","Manual",80000,"2nd","Diesel",57.6,5.0,25.44,"Hatchback","Agra"
199,"Hyundai Grand i10 1.2 CRDi Magna","Hyundai",510000,2017,1186,"1","Manual",60000,"2nd","Diesel",73.97,5.0,24.0,"Hatchback","Agra"
200,"Mahindra Scorpio VLX SE BSIV","Mahindra",300000,2011,2179,"1","Manual",150000,"3rd","Diesel",120.0,8.0,15.4,"SUV","Agra"
201,"Mahindra Scorpio VLX SE BSIV","Mahindra",300000,2011,2179,"1","Manual",150000,"3rd","Diesel",120.0,8.0,15.4,"SUV","Agra"
202,"Maruti Wagon R VXI BS IV","Maruti",250000,2015,998,"1","Manual",50000,"4th","Petrol",67.04,5.0,20.51,"Hatchback","Agra"
203,"Maruti Swift Dzire VDI","Maruti",400000,2015,1248,"1","Manual",120000,"4th","Diesel",74.0,5.0,26.59,"Sedan","Agra"
204,"Hyundai Verna 1.6 SX","Hyundai",370000,2012,1582,"1","Manual",90000,"3rd","Diesel",126.32,5.0,22.32,"Sedan","Agra"
205,"Audi e-tron 55 Sportback","Audi",9680000,2021,0,"1","Automatic",10500,"2nd","Electric",300.0,5.0,0.0,"SUV","Gurgaon"
206,"Audi Q3 30 TFSI Premium FWD","Audi",2480000,2018,1395,"1","Automatic",45000,"3rd","Petrol",147.51,5.0,16.9,"SUV","Gurgaon"
207,"BMW 6 Series GT 630i Luxury Line 2018-2021","BMW",4690000,2018,1998,"1","Automatic",38000,"2nd","Petrol",254.7,4.0,14.28,"Sedan","Gurgaon"
208,"Audi A6 35 TFSI Matrix","Audi",2190000,2016,1798,"1","Automatic",49000,"3rd","Petrol",187.74,5.0,15.26,"Sedan","Gurgaon"
209,"Audi A4 35 TDI Premium Plus","Audi",2290000,2018,1968,"0","Automatic",46000,"3rd","Diesel",187.74,5.0,18.25,"Sedan","Gurgaon"
210,"Audi Q3 35 TDI Quattro Premium Plus","Audi",1390000,2014,1968,"1","Automatic",29000,"2nd","Diesel",174.33,5.0,15.73,"SUV","Gurgaon"
211,"Audi A4 30 TFSI Technology","Audi",2790000,2018,1395,"1","Automatic",27000,"2nd","Petrol",147.51,5.0,17.84,"Sedan","Gurgaon"
212,"Mercedes-Benz E-Class E250 CDI","Mercedes-Benz",1190000,2014,2143,"1","Automatic",120000,"3rd","Diesel",204.0,5.0,13.0,"Sedan","Gurgaon"
213,"Audi Q7 35 TDI Quattro Technology","Audi",3690000,2016,2967,"1","Automatic",70000,"2nd","Diesel",241.4,7.0,12.07,"SUV","Gurgaon"
214,"Mercedes-Benz C-Class C 200 CGI Elegance","Mercedes-Benz",1190000,2013,1796,"1","Automatic",72100,"2nd","Petrol",186.0,5.0,11.74,"Sedan","Gurgaon"
216,"Audi A3 35 TFSI Premium Plus","Audi",2490000,2018,1395,"1","Automatic",46300,"2nd","Petrol",150.0,5.0,19.2,"Sedan","Gurgaon"
218,"Audi Q3 35 TDI Quattro Premium Plus","Audi",2090000,2018,1968,"1","Automatic",38000,"3rd","Diesel",181.0,5.0,15.17,"SUV","Gurgaon"
219,"Audi A3 35 TFSI Premium Plus","Audi",2680000,2019,1395,"1","Automatic",26300,"2nd","Petrol",150.0,5.0,19.2,"Sedan","Gurgaon"
220,"Audi RS5 Sportback BSVI","Audi",9490000,2021,2894,"1","Automatic",5600,"2nd","Petrol",443.87,4.0,8.8,"Coupe","Gurgaon"
221,"Audi RS5 Sportback BSVI","Audi",9490000,2021,2894,"1","Automatic",7000,"2nd","Petrol",443.87,4.0,8.8,"Coupe","Gurgaon"
222,"Audi Q5 40 TDI Premium Plus","Audi",3780000,2019,1968,"1","Automatic",48500,"2nd","Diesel",188.0,5.0,17.01,"SUV","Gurgaon"
223,"Audi A6 35 TDI","Audi",2980000,2018,1968,"0","Automatic",38000,"2nd","Diesel",187.74,5.0,18.53,"Sedan","Gurgaon"
224,"Audi A4 1.8 TFSI Premium Plus","Audi",1490000,2013,1798,"1","Automatic",43800,"2nd","Petrol",167.62,5.0,15.64,"Sedan","Gurgaon"
225,"Audi A6 45 TFSI Technology WO Matrix BSVI","Audi",6490000,2022,1984,"0","Automatic",2300,"2nd","Petrol",241.3,5.0,14.11,"Sedan","Gurgaon"
226,"Audi A6 45 TFSI Technology WO Matrix BSVI","Audi",5190000,2021,1984,"0","Automatic",24800,"2nd","Petrol",241.3,5.0,14.11,"Sedan","Gurgaon"
227,"Audi A6 45 TFSI Technology WO Matrix BSVI","Audi",4790000,2020,1984,"0","Automatic",36700,"2nd","Petrol",241.3,5.0,14.11,"Sedan","Gurgaon"
228,"Audi A6 35 TFSI","Audi",2090000,2015,1798,"1","Automatic",79000,"3rd","Petrol",187.74,5.0,15.26,"Sedan","Gurgaon"
229,"Audi A3 35 TDI Premium Plus","Audi",1990000,2017,1968,"0","Automatic",55400,"2nd","Diesel",143.0,5.0,20.38,"Sedan","Gurgaon"
230,"Audi A3 35 TFSI Premium Plus","Audi",2780000,2019,1395,"0","Automatic",23700,"2nd","Petrol",150.0,5.0,19.2,"Sedan","Gurgaon"
231,"Audi A3 35 TFSI Premium Plus","Audi",2690000,2019,1395,"0","Automatic",15600,"2nd","Petrol",150.0,5.0,19.2,"Sedan","Gurgaon"
232,"Audi A4 35 QL TFSI Premium Plus","Audi",3290000,2020,1395,"0","Automatic",29900,"2nd","Petrol",147.51,5.0,17.84,"Sedan","Gurgaon"
233,"Audi A3 35 TDI Technology","Audi",2290000,2018,1968,"0","Automatic",43500,"2nd","Diesel",143.0,5.0,20.38,"Sedan","Gurgaon"
234,"Audi A3 35 TFSI Technology","Audi",2690000,2019,1395,"0","Automatic",44000,"2nd","Petrol",150.0,5.0,19.2,"Sedan","Gurgaon"
235,"Audi A6 35 TDI","Audi",1890000,2015,1968,"1","Automatic",85000,"2nd","Diesel",187.74,5.0,18.53,"Sedan","Gurgaon"
236,"Hyundai i20 1.4 Sportz","Hyundai",550000,2017,1396,"1","Manual",100000,"2nd","Diesel",88.73,5.0,22.54,"Hatchback","Agra"
237,"Maruti Swift AMT ZXI Plus","Maruti",785000,2020,1197,"1","Automatic",30000,"2nd","Petrol",81.8,5.0,21.21,"Hatchback","Lucknow"
238,"Maruti Swift Dzire VXI","Maruti",408000,2015,1197,"1","Manual",76469,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Lucknow"
239,"Honda Amaze SX i-VTEC","Honda",330000,2014,1198,"1","Manual",118976,"2nd","Petrol",86.7,5.0,18.0,"Sedan","Lucknow"
240,"Mahindra XUV500 W9","Mahindra",952000,2018,2179,"1","Manual",57689,"3rd","Diesel",152.87,7.0,15.1,"SUV","Lucknow"
241,"Maruti Alto K10 VXI","Maruti",357000,2019,998,"1","Manual",27817,"3rd","Petrol",65.71,5.0,24.39,"Hatchback","Lucknow"
242,"Maruti Celerio ZXI AT","Maruti",366000,2016,998,"1","Automatic",62001,"4th","Petrol",67.04,5.0,23.1,"Hatchback","Lucknow"
243,"Maruti Vitara Brezza VDi Option","Maruti",628000,2018,1248,"1","Manual",73081,"2nd","Diesel",88.5,5.0,24.3,"SUV","Lucknow"
244,"Nissan Magnite Turbo XL BSVI","Nissan",713000,2021,999,"0","Manual",26387,"2nd","Petrol",98.63,5.0,20.0,"SUV","Lucknow"
245,"Chevrolet Beat Diesel LT","Chevrolet",155000,2013,936,"1","Manual",80000,"3rd","Diesel",57.6,5.0,25.44,"Hatchback","Lucknow"
246,"Maruti Swift Dzire VXi","Maruti",190000,2008,1298,"1","Manual",70000,"2nd","Petrol",85.8,5.0,17.5,"Sedan","Lucknow"
247,"Chevrolet Beat LT","Chevrolet",60000,2011,1199,"1","Manual",50000,"3rd","Petrol",79.4,5.0,18.6,"Hatchback","Lucknow"
248,"Maruti Ertiga SHVS VDI","Maruti",640000,2016,1248,"1","Manual",100000,"3rd","Diesel",88.5,7.0,24.52,"MUV","Lucknow"
249,"Hyundai i10 Magna","Hyundai",250000,2012,1197,"1","Manual",70000,"3rd","Petrol",78.9,5.0,20.36,"Hatchback","Lucknow"
250,"Maruti Swift Dzire VXI","Maruti",390000,2015,1197,"1","Manual",120000,"4th","Petrol",83.14,5.0,20.85,"Sedan","Lucknow"
251,"Hyundai i20 Sportz 1.4 CRDi","Hyundai",550000,2015,1396,"1","Manual",90000,"3rd","Diesel",88.73,5.0,22.54,"Hatchback","Lucknow"
252,"Tata Tigor XZ Plus CNG BSVI","Tata",728000,2022,1199,"0","Manual",49551,"2nd","CNG",72.4,5.0,26.49,"Sedan","Lucknow"
253,"Maruti Baleno 1.2 Sigma","Maruti",432000,2016,1197,"1","Manual",91117,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Lucknow"
254,"Mercedes-Benz GLE 450 BSVI","Mercedes-Benz",9175000,2020,2999,"1","Automatic",50852,"2nd","Petrol",362.07,5.0,0.0,"SUV","Delhi"
255,"Maruti Baleno 1.2 Delta","Maruti",506000,2017,1197,"1","Manual",69056,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Lucknow"
256,"Maruti Baleno Delta","Maruti",634000,2019,1197,"1","Manual",37503,"2nd","Petrol",81.8,5.0,21.01,"Hatchback","Lucknow"
257,"Maruti Wagon R VXI BS IV","Maruti",336000,2016,998,"1","Manual",47202,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Lucknow"
258,"Honda WR-V i-VTEC S","Honda",542000,2017,1199,"1","Manual",37746,"2nd","Petrol",88.7,5.0,17.5,"SUV","Lucknow"
259,"Ford Ecosport 1.5 Diesel Trend Plus BSIV","Ford",654000,2018,1498,"1","Manual",57535,"3rd","Diesel",98.96,5.0,23.0,"SUV","Lucknow"
260,"Hyundai i20 1.2 Spotz","Hyundai",556000,2018,1197,"1","Manual",47909,"2nd","Petrol",81.83,5.0,18.6,"Hatchback","Lucknow"
261,"Maruti Alto 800 CNG LXI","Maruti",200000,2014,796,"1","Manual",50000,"2nd","CNG",47.3,5.0,30.46,"Hatchback","Lucknow"
262,"Renault Kiger RXT AMT","Renault",585000,2022,999,"1","Automatic",10000,"2nd","Petrol",71.01,5.0,19.03,"SUV","Lucknow"
263,"Maruti Swift Dzire VDI","Maruti",380000,2014,1248,"1","Manual",90000,"3rd","Diesel",74.0,5.0,23.4,"Sedan","Lucknow"
264,"Ford Ecosport 1.5 TDCi Trend BSIV","Ford",600000,2016,1498,"1","Manual",70000,"2nd","Diesel",98.59,5.0,22.77,"SUV","Lucknow"
265,"Mercedes-Benz CLA 200 CDI Sport","Mercedes-Benz",1600000,2015,2143,"1","Automatic",120000,"2nd","Diesel",136.0,5.0,17.9,"Sedan","Lucknow"
266,"Maruti Wagon R VXI","Maruti",480000,2020,998,"1","Manual",50000,"2nd","Petrol",67.05,5.0,21.79,"Hatchback","Lucknow"
267,"Maruti Swift VDI BSIV","Maruti",350000,2015,1248,"0","Manual",69981,"2nd","Diesel",74.0,5.0,25.2,"Hatchback","Lucknow"
268,"Maruti Baleno 1.2 Delta","Maruti",541000,2018,1197,"0","Manual",18185,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Lucknow"
269,"Maruti Swift Dzire ZXI 1.2","Maruti",641000,2018,1197,"1","Manual",97254,"3rd","Petrol",81.8,5.0,21.21,"Sedan","Lucknow"
270,"Maruti Wagon R VXI","Maruti",508000,2019,998,"1","Manual",19910,"2nd","Petrol",67.05,5.0,21.79,"Hatchback","Lucknow"
271,"Honda Amaze S Diesel","Honda",775000,2021,1498,"1","Manual",40680,"2nd","Diesel",97.89,5.0,24.7,"Sedan","Lucknow"
272,"Mercedes-Benz GLC 220d 4MATIC","Mercedes-Benz",5575000,2020,1950,"1","Automatic",21542,"2nd","Diesel",194.0,5.0,0.0,"SUV","Delhi"
273,"Hyundai EON Era Plus","Hyundai",292000,2018,814,"1","Manual",66198,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Lucknow"
274,"Maruti Celerio X AMT VXI Option BSIV","Maruti",480000,2018,998,"1","Automatic",97829,"2nd","Petrol",67.0,5.0,21.63,"Hatchback","Lucknow"
275,"Honda Amaze VX i-DTEC","Honda",485000,2015,1498,"1","Manual",80000,"3rd","Diesel",98.6,5.0,25.8,"Sedan","Lucknow"
276,"Honda City VTEC","Honda",110000,2006,1497,"1","Manual",100000,"3rd","Petrol",100.0,5.0,16.9,"Sedan","Lucknow"
277,"Hyundai i20 Sportz Plus","Hyundai",650000,2020,1197,"1","Manual",50000,"2nd","Petrol",81.86,5.0,18.6,"Hatchback","Lucknow"
278,"Honda City i DTec V","Honda",675000,2017,1498,"1","Manual",90000,"3rd","Diesel",98.6,5.0,26.0,"Sedan","Lucknow"
279,"Mahindra XUV700 AX5 7 Str Diesel BSVI","Mahindra",1800000,2022,2198,"1","Manual",10000,"2nd","Diesel",182.38,7.0,0.0,"SUV","Lucknow"
280,"Honda Civic 1.8 S MT","Honda",255000,2010,1799,"1","Manual",100000,"4th","Petrol",130.2,5.0,14.8,"Sedan","Lucknow"
281,"Honda Amaze V Petrol BSIV","Honda",653000,2018,1199,"0","Manual",39240,"2nd","Petrol",88.76,5.0,19.5,"Sedan","Lucknow"
282,"Maruti Vitara Brezza LXI","Maruti",785000,2021,1462,"0","Manual",4055,"2nd","Petrol",103.26,5.0,17.03,"SUV","Lucknow"
283,"Maruti Alto 800 LXI","Maruti",291000,2018,796,"1","Manual",62433,"2nd","Petrol",47.3,5.0,24.7,"Hatchback","Lucknow"
284,"Maruti Swift VDI BSIV","Maruti",428000,2017,1248,"1","Manual",46929,"2nd","Diesel",74.0,5.0,25.2,"Hatchback","Lucknow"
285,"Hyundai Creta 1.6 VTVT SX Plus","Hyundai",994000,2017,1591,"1","Manual",47000,"2nd","Petrol",121.3,5.0,13.0,"SUV","Lucknow"
286,"Hyundai EON Era Plus","Hyundai",224000,2014,814,"1","Manual",52703,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Lucknow"
287,"Mercedes-Benz GLS 450 4MATIC BSVI","Mercedes-Benz",12000000,2020,2999,"1","Automatic",55123,"2nd","Petrol",362.07,7.0,0.0,"SUV","Delhi"
288,"Maruti Swift VDI","Maruti",312000,2013,1248,"1","Manual",117206,"2nd","Diesel",74.0,5.0,22.9,"Hatchback","Lucknow"
289,"Skoda Rapid 1.5 TDI AT Style BSIV","Skoda",814000,2017,1498,"1","Automatic",30296,"2nd","Diesel",108.6,5.0,21.72,"Sedan","Lucknow"
290,"Hyundai EON Era Plus Option","Hyundai",297000,2018,814,"1","Manual",15614,"2nd","Petrol",55.2,5.0,21.1,"Hatchback","Lucknow"
291,"Maruti Alto 800 CNG LXI","Maruti",270000,2017,796,"1","Manual",100000,"2nd","CNG",40.3,5.0,33.44,"Hatchback","Lucknow"
292,"Hyundai Creta 1.6 EX Diesel","Hyundai",1130000,2020,1582,"1","Manual",40000,"2nd","Diesel",126.2,5.0,20.5,"SUV","Lucknow"
293,"Tata Nano LX","Tata",70000,2013,624,"1","Manual",60000,"3rd","Petrol",37.48,4.0,25.4,"Hatchback","Lucknow"
294,"Skoda Rapid 1.6 TDI Active","Skoda",250000,2012,1598,"1","Manual",110000,"3rd","Diesel",103.5,5.0,20.5,"Sedan","Lucknow"
295,"Chevrolet Tavera B2-7 seats BSII","Chevrolet",125000,2006,2499,"1","Manual",120000,"3rd","Diesel",80.0,7.0,14.8,"","Lucknow"
296,"Maruti Alto K10 LXI","Maruti",280000,2018,998,"1","Manual",50000,"3rd","Petrol",67.05,5.0,23.95,"Hatchback","Lucknow"
297,"Maruti Swift VDI","Maruti",315000,2013,1248,"1","Manual",74208,"2nd","Diesel",74.0,5.0,22.9,"Hatchback","Lucknow"
298,"Mahindra XUV500 W11 Option AT AWD","Mahindra",1273000,2018,2179,"1","Automatic",85663,"2nd","Diesel",155.0,7.0,15.1,"SUV","Lucknow"
299,"Maruti Ignis 1.2 AMT Zeta BSIV","Maruti",508000,2017,1197,"1","Automatic",29406,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Lucknow"
300,"Maruti Celerio ZXI AMT","Maruti",382000,2016,998,"1","Automatic",72029,"3rd","Petrol",65.71,5.0,26.0,"Hatchback","Lucknow"
301,"Maruti Vitara Brezza ZDi","Maruti",708000,2017,1248,"0","Manual",89341,"2nd","Diesel",88.5,5.0,24.3,"SUV","Lucknow"
302,"Hyundai Aura SX Plus AMT","Hyundai",782000,2020,1197,"0","Automatic",25799,"2nd","Petrol",81.86,5.0,20.1,"Sedan","Lucknow"
303,"Hyundai i20 Active 1.2 SX","Hyundai",595000,2018,1197,"1","Manual",47641,"4th","Petrol",81.86,5.0,17.19,"Hatchback","Lucknow"
304,"Maruti Swift VXI","Maruti",520000,2020,1197,"1","Manual",40584,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Lucknow"
305,"Maruti Alto K10 VXI","Maruti",307000,2018,998,"1","Manual",39259,"2nd","Petrol",65.71,5.0,24.39,"Hatchback","Lucknow"
306,"Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Toyota",423000,2012,2494,"1","Manual",120000,"","Diesel",100.0,8.0,12.99,"MUV","Lucknow"
307,"Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Toyota",455000,2012,2494,"1","Manual",120000,"","Diesel",100.0,8.0,12.99,"MUV","Lucknow"
308,"Hyundai Creta 1.6 SX Diesel","Hyundai",1050000,2018,1582,"1","Manual",100000,"2nd","Diesel",126.2,5.0,20.5,"SUV","Lucknow"
309,"Mercedes-Benz AMG A 35 4MATIC BSVI","Mercedes-Benz",5375000,2022,1991,"1","Automatic",20000,"2nd","Petrol",301.73,5.0,0.0,"Sedan","Delhi"
310,"MG Astor Sharp EX BSVI","MG",1400000,2022,1498,"1","Manual",30000,"2nd","Petrol",108.49,5.0,15.43,"SUV","Lucknow"
311,"Hyundai Verna 1.4 CRDi","Hyundai",590000,2017,1396,"1","Manual",80000,"3rd","Diesel",88.7,5.0,24.8,"Sedan","Lucknow"
312,"Maruti Swift Dzire ZDI","Maruti",380000,2013,1248,"1","Manual",80000,"3rd","Diesel",74.0,5.0,23.4,"Sedan","Lucknow"
313,"Maruti Swift Dzire VDI","Maruti",389000,2014,1248,"1","Manual",97697,"2nd","Diesel",74.0,5.0,23.4,"Sedan","Lucknow"
314,"Maruti Swift Dzire LXI","Maruti",355000,2014,1197,"1","Manual",60708,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Lucknow"
315,"Maruti Ignis 1.2 Alpha BSIV","Maruti",504000,2019,1197,"1","Manual",72225,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Lucknow"
316,"Renault Duster 110PS Diesel RxZ","Renault",532000,2018,1461,"1","Manual",94226,"3rd","Diesel",108.45,5.0,19.6,"SUV","Lucknow"
317,"Maruti Baleno Zeta","Maruti",705000,2021,1197,"1","Manual",22808,"2nd","Petrol",81.8,5.0,21.01,"Hatchback","Lucknow"
318,"Maruti S-Presso VXI 2019-2022","Maruti",341000,2020,998,"1","Manual",76980,"2nd","Petrol",65.71,5.0,21.7,"Hatchback","Lucknow"
319,"Fiat Punto 1.2 Active","Fiat",140000,2012,1172,"1","Manual",50000,"2nd","Petrol",67.0,5.0,15.7,"Hatchback","Lucknow"
320,"Mahindra XUV500 W4","Mahindra",490000,2014,2179,"1","Manual",100000,"4th","Diesel",140.0,7.0,15.1,"SUV","Lucknow"
321,"Mahindra TUV 300 T4","Mahindra",525000,2016,1493,"1","Manual",100000,"2nd","Diesel",100.0,7.0,18.49,"SUV","Lucknow"
322,"Hyundai Creta E BSVI","Hyundai",1100000,2022,1497,"1","Manual",20000,"2nd","Petrol",113.18,5.0,0.0,"SUV","Lucknow"
323,"BMW X1 sDrive20d Expedition","BMW",1900000,2017,1995,"1","Automatic",100000,"2nd","Diesel",188.0,5.0,20.68,"SUV","Lucknow"
324,"Maruti Swift ZXI Plus","Maruti",573000,2019,1197,"1","Manual",65698,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Lucknow"
325,"Nissan Terrano XL","Nissan",357000,2014,1598,"1","Manual",82101,"3rd","Petrol",102.5,5.0,13.24,"SUV","Lucknow"
326,"Toyota Etios Liva GD","Toyota",456000,2016,1364,"1","Manual",59819,"3rd","Diesel",67.04,5.0,23.59,"Hatchback","Lucknow"
327,"Maruti Alto K10 VXI","Maruti",237000,2016,998,"0","Manual",115250,"2nd","Petrol",65.71,5.0,24.39,"Hatchback","Lucknow"
328,"Hyundai Creta 1.6 VTVT SX Plus","Hyundai",766000,2015,1591,"1","Manual",29033,"2nd","Petrol",121.3,5.0,13.0,"SUV","Lucknow"
329,"Hyundai i20 Active 1.2 S","Hyundai",479000,2015,1197,"1","Manual",57294,"3rd","Petrol",81.86,5.0,17.19,"Hatchback","Lucknow"
330,"Maruti Alto 800 VXI","Maruti",270000,2018,796,"1","Manual",32464,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Lucknow"
331,"Tata Nexon 1.2 Revotron XMA","Tata",691000,2018,1198,"1","Automatic",12762,"2nd","Petrol",108.5,5.0,17.0,"SUV","Lucknow"
332,"Mahindra KUV 100 NXT D75 K6 Plus","Mahindra",473000,2017,1198,"1","Manual",51719,"2nd","Diesel",77.0,6.0,25.32,"Hatchback","Lucknow"
333,"Maruti Zen Estilo VXI BSIV","Maruti",115000,2011,998,"1","Manual",110000,"2nd","Petrol",67.1,5.0,19.0,"Hatchback","Lucknow"
334,"Tata Safari Storme EX","Tata",700000,2017,2179,"1","Manual",70000,"3rd","Diesel",147.94,7.0,14.1,"SUV","Lucknow"
335,"Maruti Swift AMT ZDI","Maruti",700000,2018,1248,"1","Automatic",60000,"2nd","Diesel",74.0,5.0,28.4,"Hatchback","Lucknow"
336,"Skoda Slavia 1.0 TSI Style BSVI","Skoda",1473000,2022,999,"1","Manual",10000,"2nd","Petrol",113.98,5.0,19.47,"Sedan","Lucknow"
337,"Maruti Swift VDI BSIV","Maruti",400000,2014,1248,"1","Manual",80000,"4th","Diesel",74.0,5.0,25.2,"Hatchback","Lucknow"
338,"Tata Safari Storme VX Varicor 400","Tata",751000,2016,2179,"1","Manual",80000,"3rd","Diesel",153.86,7.0,14.1,"SUV","Lucknow"
339,"Hyundai i20 1.4 Asta Option","Hyundai",570000,2018,1396,"0","Manual",66141,"3rd","Diesel",88.73,5.0,22.54,"Hatchback","Lucknow"
340,"Tata Tiago 1.2 Revotron XZA","Tata",439000,2018,1199,"1","Automatic",8769,"3rd","Petrol",83.83,5.0,23.84,"Hatchback","Lucknow"
341,"Maruti Vitara Brezza VDi Option","Maruti",739000,2018,1248,"1","Manual",30806,"2nd","Diesel",88.5,5.0,24.3,"SUV","Lucknow"
342,"Maruti Alto 800 LXI","Maruti",332000,2019,796,"1","Manual",33245,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Lucknow"
343,"Hyundai Xcent 1.2 VTVT SX Option","Hyundai",593000,2018,1197,"1","Manual",42665,"2nd","Petrol",81.86,5.0,20.14,"Sedan","Lucknow"
344,"Honda Amaze S i-DTEC","Honda",535000,2018,1498,"0","Manual",114431,"2nd","Diesel",98.6,5.0,25.8,"Sedan","Lucknow"
345,"Maruti Baleno 1.2 Delta","Maruti",546000,2019,1197,"1","Manual",38658,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Lucknow"
346,"Hyundai Grand i10 1.2 Kappa Sportz BSIV","Hyundai",504000,2019,1197,"1","Manual",23724,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Lucknow"
347,"Renault KWID RXL","Renault",300000,2021,799,"1","Manual",60000,"4th","Petrol",53.26,5.0,22.25,"Hatchback","Lucknow"
348,"Maruti Wagon R VXI CNG BSVI","Maruti",650000,2022,998,"1","Manual",70000,"2nd","CNG",55.92,5.0,34.05,"Hatchback","Lucknow"
349,"Hyundai Verna 1.6 SX VTVT","Hyundai",300000,2012,1591,"1","Manual",110000,"3rd","Petrol",121.3,5.0,17.01,"Sedan","Lucknow"
350,"Tata Nexon 1.2 Revotron XM","Tata",545000,2017,1198,"1","Manual",20000,"2nd","Petrol",108.5,5.0,17.0,"SUV","Lucknow"
351,"Hyundai Verna SX Diesel","Hyundai",1200000,2022,1493,"1","Manual",40000,"2nd","Diesel",113.45,5.0,25.0,"Sedan","Lucknow"
352,"Tata Safari Storme VX Varicor 400","Tata",751000,2016,2179,"1","Manual",80000,"3rd","Diesel",153.86,7.0,14.1,"SUV","Lucknow"
353,"Renault KWID 1.0 RXT Optional AT 2016-2019","Renault",315000,2017,999,"1","Automatic",34061,"2nd","Petrol",67.0,5.0,23.01,"Hatchback","Lucknow"
354,"Hyundai Grand i10 1.2 Kappa Asta","Hyundai",470000,2018,1197,"1","Manual",51140,"3rd","Petrol",81.86,5.0,18.9,"Hatchback","Lucknow"
355,"Hyundai i10 Magna 1.1L","Hyundai",249000,2014,1086,"1","Manual",55076,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Lucknow"
